video_path,reference_path,method,concept,snippet,p_real,p_fake
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,lip_sync,0,0.7485843300819397,0.671755313873291
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,blinking,0,0.55378258228302,0.5421326756477356
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,facial_boundary,0,0.20383772253990173,0.2276989072561264
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,texture,0,0.6256240010261536,0.6436899900436401
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,identity,0,0.3625756502151489,0.39564481377601624
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,lighting,0,0.5730855464935303,0.5461530089378357
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,lip_sync,1,0.6920785307884216,0.6107562780380249
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,blinking,1,0.5576369762420654,0.5767119526863098
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,facial_boundary,1,0.19882787764072418,0.17517346143722534
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,texture,1,0.6071105599403381,0.6292293071746826
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,identity,1,0.31376388669013977,0.35185506939888
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,lighting,1,0.636437177658081,0.6255231499671936
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,lip_sync,2,0.7600777745246887,0.7365707755088806
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,blinking,2,0.542138397693634,0.6326425671577454
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,facial_boundary,2,0.29670894145965576,0.23323234915733337
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,texture,2,0.6921274065971375,0.705245316028595
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,identity,2,0.4915843605995178,0.4916217625141144
FaceForensics/Deepfakes/000_003.mp4,FaceForensics/original/000.mp4,deepfakes,lighting,2,0.5654407739639282,0.580713152885437
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,lip_sync,0,0.7242518663406372,0.7542866468429565
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,blinking,0,0.5421593189239502,0.5227321982383728
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,facial_boundary,0,0.1620141714811325,0.15374861657619476
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,texture,0,0.6543648838996887,0.6683430671691895
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,identity,0,0.4565999507904053,0.4106488823890686
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,lighting,0,0.5654169917106628,0.5615756511688232
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,lip_sync,1,0.7365789413452148,0.7273901700973511
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,blinking,1,0.5498868823051453,0.549893856048584
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,facial_boundary,1,0.21419276297092438,0.22489213943481445
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,texture,1,0.6472555994987488,0.6508253812789917
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,identity,1,0.41821742057800293,0.41441991925239563
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,lighting,1,0.5577517747879028,0.5500314831733704
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,lip_sync,2,0.7304999828338623,0.7242992520332336
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,blinking,2,0.5614436268806458,0.5498594641685486
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,facial_boundary,2,0.23043833673000336,0.19886423647403717
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,texture,2,0.647260308265686,0.6364957690238953
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,identity,2,0.4258454442024231,0.4144531488418579
FaceForensics/Face2Face/000_003.mp4,FaceForensics/original/000.mp4,face2face,lighting,2,0.595827579498291,0.5769007205963135
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,lip_sync,0,0.7485843300819397,0.7847483158111572
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,blinking,0,0.55378258228302,0.4759194552898407
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,facial_boundary,0,0.20383772253990173,0.22220750153064728
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,texture,0,0.6256240010261536,0.5921238660812378
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,identity,0,0.3625756502151489,0.46435272693634033
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,lighting,0,0.5730855464935303,0.5654279589653015
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,lip_sync,1,0.6920785307884216,0.6785828471183777
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,blinking,1,0.5576369762420654,0.4993395507335663
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,facial_boundary,1,0.19882787764072418,0.2013171911239624
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,texture,1,0.6071105599403381,0.5769749879837036
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,identity,1,0.31376388669013977,0.3956485390663147
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,lighting,1,0.636437177658081,0.6144846081733704
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,lip_sync,2,0.7600777745246887,0.7455551624298096
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,blinking,2,0.542138397693634,0.47201478481292725
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,facial_boundary,2,0.29670894145965576,0.23318040370941162
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,texture,2,0.6921274065971375,0.6718313694000244
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,identity,2,0.4915843605995178,0.5344060659408569
FaceForensics/FaceShifter/000_003.mp4,FaceForensics/original/000.mp4,faceshifter,lighting,2,0.5654407739639282,0.5883028507232666
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,lip_sync,0,0.7242518663406372,0.7395281791687012
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,blinking,0,0.5421593189239502,0.6217238903045654
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,facial_boundary,0,0.1620141714811325,0.1820559799671173
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,texture,0,0.6543648838996887,0.6219807863235474
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,identity,0,0.4565999507904053,0.4296681880950928
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,lighting,0,0.5654169917106628,0.5730656385421753
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,lip_sync,1,0.7365789413452148,0.717991828918457
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,blinking,1,0.5498868823051453,0.5575674772262573
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,facial_boundary,1,0.21419276297092438,0.22488285601139069
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,texture,1,0.6472555994987488,0.6436998248100281
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,identity,1,0.41821742057800293,0.48381999135017395
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,lighting,1,0.5577517747879028,0.5461568832397461
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,lip_sync,2,0.7304999828338623,0.779414176940918
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,blinking,2,0.5614436268806458,0.6434347629547119
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,facial_boundary,2,0.23043833673000336,0.22224171459674835
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,texture,2,0.647260308265686,0.6436917185783386
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,identity,2,0.4258454442024231,0.4373328387737274
FaceForensics/FaceSwap/000_003.mp4,FaceForensics/original/000.mp4,faceswap,lighting,2,0.595827579498291,0.5807133316993713
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,lip_sync,0,0.7242518663406372,0.6886667013168335
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,blinking,0,0.5421593189239502,0.5576204657554626
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,facial_boundary,0,0.1620141714811325,0.16210989654064178
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,texture,0,0.6543648838996887,0.6472998857498169
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,identity,0,0.4565999507904053,0.4258338212966919
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,lighting,0,0.5654169917106628,0.5577256679534912
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,lip_sync,1,0.7365789413452148,0.7019070386886597
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,blinking,1,0.5498868823051453,0.5537654161453247
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,facial_boundary,1,0.21419276297092438,0.20897676050662994
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,texture,1,0.6472555994987488,0.6717952489852905
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,identity,1,0.41821742057800293,0.4106367826461792
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,lighting,1,0.5577517747879028,0.534528374671936
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,lip_sync,2,0.7304999828338623,0.698612630367279
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,blinking,2,0.5614436268806458,0.5576138496398926
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,facial_boundary,2,0.23043833673000336,0.2474426031112671
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,texture,2,0.647260308265686,0.6954073309898376
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,identity,2,0.4258454442024231,0.4220404326915741
FaceForensics/NeuralTextures/000_003.mp4,FaceForensics/original/000.mp4,neuraltextures,lighting,2,0.595827579498291,0.6033181548118591
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,lip_sync,0,0.6953749060630798,0.7115904688835144
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,blinking,0,0.5918850302696228,0.5498936772346497
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,facial_boundary,0,0.4792215824127197,0.521805465221405
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,texture,0,0.6543227434158325,0.6920533776283264
FaceForensics/Deepfakes/001_870.mp4,FaceForensics/original/001.mp4,deepfakes,identity,0,0.28108668327331543,0.35178208351135254
